ImageId,EncodedPixels
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[45924, 4, 46182, 8, 46441, 9, 46701, 9, 46960, 10, 47220, 10, 47479, 11, 47738, 11, 47998, 10, 48257, 10, 48517, 9, 48777, 9, 49037, 8, 49298, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[48652, 11, 48910, 18, 49169, 20, 49428, 22, 49688, 22, 49948, 22, 50208, 22, 50469, 21, 50729, 21, 50990, 20, 51251, 18, 51513, 16, 51775, 13, 52038, 8]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[14692, 7, 14950, 10, 15208, 12, 15467, 14, 15726, 15, 15986, 16, 16246, 17, 16506, 19, 16766, 20, 17026, 20, 17286, 20, 17547, 19, 17807, 19, 18068, 17, 18329, 13, 18590, 10, 18852, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[75121, 9, 75379, 12, 75639, 13, 75898, 14, 76158, 14, 76418, 15, 76678, 15, 76938, 15, 77198, 15, 77458, 15, 77718, 14, 77979, 12, 78239, 11, 78500, 10, 78761, 8, 79021, 8, 79282, 6, 79544, 2]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[83674, 6, 83933, 9, 84192, 11, 84452, 12, 84712, 13, 84971, 15, 85231, 16, 85491, 17, 85751, 17, 86012, 16, 86272, 16, 86533, 15, 86793, 14, 87054, 12, 87314, 12, 87575, 10, 87836, 8, 88099, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[53513, 4, 53768, 11, 54025, 15, 54283, 16, 54542, 17, 54801, 17, 55059, 18, 55318, 18, 55578, 15, 55838, 12, 56098, 9, 56358, 7, 56619, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[10319, 9, 10576, 14, 10834, 17, 11093, 19, 11353, 19, 11613, 20, 11873, 19, 12133, 19, 12394, 18, 12654, 17, 12914, 10, 12928, 2, 13176, 7, 13438, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[84928, 5, 85187, 8, 85446, 9, 85705, 11, 85964, 12, 86223, 13, 86482, 14, 86742, 14, 87001, 15, 87261, 15, 87521, 15, 87781, 14, 88041, 13, 88301, 12, 88561, 10, 88822, 8, 89084, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[77050, 7, 77308, 10, 77567, 10, 77826, 11, 78085, 12, 78345, 12, 78605, 11, 78865, 11, 79126, 10, 79386, 9, 79647, 7, 79909, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[53864, 6, 54121, 9, 54380, 10, 54639, 11, 54897, 12, 55156, 12, 55415, 12, 55674, 12, 55933, 11, 56193, 9, 56452, 8, 56711, 7, 56971, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[77992, 9, 78250, 11, 78510, 11, 78770, 11, 79029, 12, 79289, 12, 79549, 12, 79809, 12, 80070, 11, 80330, 11, 80590, 11, 80850, 11, 81111, 10, 81373, 7, 81636, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[81655, 14, 81914, 16, 82173, 17, 82432, 18, 82691, 19, 82950, 19, 83210, 17, 83470, 16, 83730, 15, 83990, 13, 84250, 12, 84511, 10, 84773, 7]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[54237, 7, 54494, 10, 54753, 11, 55011, 14, 55270, 15, 55530, 15, 55789, 15, 56048, 16, 56308, 16, 56568, 16, 56828, 15, 57088, 15, 57348, 14, 57608, 14, 57869, 13, 58129, 12, 58390, 10, 58652, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[55992, 5, 56249, 11, 56508, 13, 56767, 15, 57025, 17, 57285, 17, 57544, 18, 57803, 19, 58063, 18, 58323, 18, 58582, 18, 58842, 17, 59102, 16, 59362, 15, 59623, 12, 59883, 9, 60144, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[21101, 3, 21360, 11, 21620, 14, 21879, 16, 22139, 17, 22399, 17, 22659, 17, 22918, 16, 23179, 13, 23439, 12, 23700, 9, 23962, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[68637, 4, 68896, 5, 69155, 6, 69414, 7, 69674, 7, 69933, 8, 70192, 9, 70452, 8, 70713, 6, 70974, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[82200, 6, 82458, 8, 82716, 9, 82974, 11, 83233, 11, 83491, 12, 83750, 12, 84009, 13, 84268, 13, 84527, 13, 84787, 11, 85047, 9, 85306, 7, 85567, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[78523, 5, 78781, 8, 79041, 9, 79301, 10, 79561, 11, 79821, 12, 80081, 12, 80341, 12, 80601, 11, 80861, 10, 81124, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[88363, 3, 88621, 7, 88879, 10, 89138, 12, 89397, 14, 89657, 14, 89916, 15, 90176, 15]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[36556, 6, 36813, 10, 37071, 13, 37328, 16, 37585, 20, 37845, 20, 38104, 22, 38364, 22, 38624, 22, 38884, 21, 39145, 20, 39405, 19, 39666, 17, 39927, 14, 40188, 11, 40450, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[16031, 3, 16290, 6, 16549, 8, 16809, 9, 17069, 10, 17329, 10, 17589, 10, 17849, 10, 18109, 10, 18369, 10, 18629, 10, 18889, 10, 19149, 10, 19409, 10, 19669, 10, 19929, 10, 20189, 9, 20450, 7, 20711, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[81306, 10, 81565, 13, 81824, 15, 82083, 16, 82343, 17, 82603, 17, 82863, 17, 83123, 17, 83383, 17, 83643, 18, 83903, 18, 84165, 16, 84426, 15, 84687, 13, 84948, 12, 85209, 10, 85471, 8, 85733, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[60737, 7, 60994, 11, 61252, 13, 61512, 14, 61770, 16, 62029, 18, 62289, 18, 62548, 18, 62808, 17, 63068, 15, 63328, 14, 63589, 11, 63852, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[25443, 6, 25700, 10, 25958, 13, 26217, 14, 26477, 14, 26737, 14, 26998, 13, 27258, 12, 27518, 12, 27779, 10, 28041, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[30274, 2, 30531, 7, 30778, 3, 30788, 11, 31037, 22, 31296, 23, 31556, 22, 31815, 23, 32075, 22, 32335, 21, 32595, 20, 32855, 19, 33116, 17, 33377, 15, 33638, 12, 33900, 8]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[17677, 4, 17934, 7, 18190, 11, 18449, 12, 18708, 13, 18967, 14, 19227, 14, 19487, 14, 19746, 15, 20006, 15, 20266, 15, 20527, 14, 20787, 14, 21047, 13, 21313, 1]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[63963, 5, 64222, 7, 64481, 9, 64741, 10, 65001, 10, 65261, 10, 65521, 10, 65781, 10, 66041, 9, 66302, 7, 66562, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[21839, 1, 22095, 6, 22354, 7, 22613, 8, 22873, 8, 23132, 9, 23392, 9, 23651, 10, 23911, 10, 24171, 10, 24431, 10, 24691, 10, 24952, 9, 25212, 9, 25472, 9, 25732, 9, 25992, 8, 26253, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[2429, 9, 2686, 14, 2945, 16, 3204, 17, 3463, 18, 3723, 18, 3983, 16, 4243, 15, 4504, 12, 4765, 7]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[2416, 4, 2674, 8, 2933, 10, 3192, 11, 3452, 11, 3712, 11, 3971, 12, 4231, 12, 4493, 9, 4756, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[69547, 4, 69804, 10, 70063, 11, 70322, 12, 70582, 12, 70842, 12, 71102, 11, 71363, 9, 71624, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[38873, 5, 39131, 8, 39390, 10, 39649, 11, 39909, 11, 40169, 11, 40429, 11, 40689, 10, 40950, 9, 41211, 7, 41473, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[50612, 6, 50872, 9, 51131, 10, 51391, 11, 51651, 10, 51911, 10, 52170, 11, 52430, 11, 52690, 11, 52950, 10, 53210, 10, 53472, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[12182, 3, 12440, 6, 12699, 7, 12958, 8, 13217, 9, 13477, 9, 13736, 10, 13996, 9, 14256, 8, 14516, 8, 14776, 7, 15037, 5, 15297, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[54738, 3, 54996, 9, 55255, 12, 55514, 14, 55774, 14, 56033, 15, 56293, 15, 56553, 15, 56812, 16, 57072, 16, 57332, 16, 57592, 16, 57852, 15, 58112, 12, 58372, 7, 58632, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[84392, 4, 84649, 8, 84907, 10, 85165, 13, 85424, 14, 85683, 15, 85942, 16, 86201, 17, 86461, 16, 86721, 16, 86981, 15, 87242, 13, 87503, 10, 87763, 9, 88025, 5, 88286, 2]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[77137, 8, 77396, 10, 77656, 10, 77916, 10, 78175, 12, 78435, 12, 78695, 12, 78956, 11, 79216, 11, 79476, 11, 79737, 10, 79997, 10, 80257, 10, 80517, 10, 80778, 9, 81038, 8, 81299, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[22947, 6, 23205, 9, 23464, 10, 23723, 12, 23982, 13, 24241, 13, 24501, 13, 24761, 13, 25021, 13, 25281, 12, 25541, 11, 25801, 10, 26062, 7, 26323, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[7014, 6, 7272, 9, 7532, 9, 7791, 10, 8051, 10, 8311, 10, 8572, 9, 8832, 8, 9093, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[35312, 4, 35570, 9, 35829, 11, 36088, 13, 36348, 13, 36608, 14, 36867, 15, 37127, 16, 37388, 15, 37648, 14, 37908, 14, 38169, 13, 38429, 12, 38691, 9, 38953, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[29379, 2, 29637, 4, 29896, 5, 30156, 5, 30416, 5, 30675, 6, 30935, 6, 31195, 6, 31456, 5, 31717, 4, 31979, 2]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[72315, 4, 72573, 7, 72832, 8, 73091, 9, 73350, 9, 73609, 9, 73868, 9, 74128, 8, 74387, 7, 74646, 7, 74906, 5, 75165, 6, 75424, 6, 75684, 6, 75943, 7, 76203, 7, 76463, 7, 76723, 7, 76983, 6, 77244, 5, 77504, 4, 77765, 2]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[39949, 6, 40204, 14, 40462, 18, 40721, 20, 40981, 21, 41240, 22, 41500, 22, 41759, 23, 42019, 23, 42279, 23, 42539, 22, 42800, 20, 43061, 18, 43332, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[14650, 5, 14907, 10, 15166, 12, 15425, 13, 15684, 14, 15944, 14, 16205, 13, 16467, 11, 16728, 10, 16990, 7, 17252, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[33728, 7, 33986, 10, 34245, 11, 34504, 12, 34764, 11, 35024, 11, 35284, 11, 35544, 10, 35804, 10, 36064, 10, 36325, 9, 36586, 7, 36848, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[66798, 3, 67056, 7, 67314, 9, 67573, 10, 67832, 11, 68090, 13, 68349, 13, 68608, 14, 68867, 14, 69127, 13, 69387, 12, 69647, 11, 69907, 10]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[50297, 8, 50555, 13, 50814, 16, 51073, 18, 51333, 18, 51592, 19, 51852, 20, 52112, 20, 52372, 19, 52633, 17, 52893, 16, 53153, 15, 53415, 11, 53683, 1]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[33431, 14, 33689, 17, 33948, 17, 34208, 17, 34467, 17, 34727, 17, 34987, 16, 35246, 17, 35506, 17, 35766, 16, 36027, 15, 36288, 13]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[13748, 7, 14006, 9, 14265, 10, 14524, 10, 14784, 10, 15043, 10, 15303, 10, 15563, 9, 15823, 9, 16083, 8, 16343, 7, 16604, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[59708, 5, 59967, 8, 60226, 10, 60486, 11, 60746, 11, 61006, 11, 61266, 12, 61527, 11, 61787, 10, 62049, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[71441, 4, 71699, 7, 71958, 9, 72218, 9, 72477, 10, 72737, 10, 72997, 11, 73257, 11, 73517, 11, 73777, 11, 74037, 11, 74298, 10, 74558, 10, 74818, 10, 75078, 10, 75339, 9, 75599, 8, 75859, 8, 76119, 8, 76379, 8, 76639, 7, 76899, 7, 77161, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[62580, 8, 62840, 10, 63100, 12, 63360, 13, 63620, 13, 63880, 14, 64140, 14, 64400, 14, 64661, 13, 64921, 13, 65183, 10, 65444, 9, 65706, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[253, 8, 514, 7, 774, 7, 1034, 7, 1294, 7, 1555, 6, 1815, 6, 2076, 5, 2337, 4, 2598, 3, 2859, 1]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[16221, 6, 16479, 12, 16738, 14, 16997, 15, 17256, 16, 17513, 19, 17772, 20, 18031, 21, 18291, 20, 18551, 20, 18811, 19, 19071, 19, 19331, 18, 19591, 18, 19851, 17, 20112, 16, 20373, 14, 20635, 12, 20897, 9, 21158, 7]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[58006, 7, 58266, 9, 58526, 10, 58786, 12, 59045, 13, 59303, 16, 59562, 17, 59821, 19, 60081, 19, 60341, 19, 60601, 20, 60861, 20, 61122, 18, 61383, 17, 61644, 15, 61905, 13, 62167, 8]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[52489, 6, 52748, 8, 53007, 9, 53267, 9, 53526, 10, 53785, 11, 54045, 11, 54304, 12, 54563, 13, 54822, 14, 55082, 13, 55341, 13, 55601, 12, 55861, 10, 56121, 9, 56382, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[44130, 9, 44388, 11, 44647, 12, 44907, 12, 45166, 13, 45425, 14, 45684, 15, 45943, 16, 46202, 17, 46462, 17, 46722, 16, 46982, 16, 47242, 16, 47502, 15, 47762, 15, 48022, 15, 48283, 13, 48544, 12, 48804, 11, 49065, 9, 49326, 7, 49586, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[13183, 8, 13442, 10, 13702, 10, 13961, 11, 14222, 10, 14482, 9, 14742, 8, 15003, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[2296, 2, 2552, 9, 2811, 11, 3070, 13, 3330, 13, 3589, 14, 3850, 13, 4110, 12, 4371, 11, 4632, 10, 4894, 7]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[63916, 7, 64176, 8, 64435, 10, 64695, 10, 64955, 11, 65215, 11, 65474, 13, 65733, 14, 65992, 15, 66251, 16, 66510, 17, 66770, 17, 67030, 16, 67290, 16, 67550, 16, 67810, 15, 68071, 14, 68331, 13, 68592, 11, 68853, 9, 69115, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[67532, 5, 67791, 7, 68050, 9, 68310, 9, 68570, 10, 68831, 9, 69091, 8, 69353, 6, 69615, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[10674, 1, 10932, 6, 11190, 9, 11448, 11, 11707, 12, 11966, 14, 12225, 14, 12484, 15, 12744, 13, 13004, 11, 13264, 9]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[28323, 5, 28580, 10, 28838, 13, 29098, 14, 29358, 15, 29618, 15, 29879, 15, 30139, 16, 30399, 16, 30659, 16, 30920, 15, 31181, 14, 31442, 12, 31704, 8]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[59536, 5, 59795, 6, 60054, 7, 60314, 7, 60573, 8, 60834, 7, 61094, 7, 61355, 6, 61618, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[64097, 4, 64356, 6, 64615, 8, 64874, 9, 65134, 9, 65393, 10, 65653, 10, 65913, 10, 66174, 8, 66434, 8, 66694, 7, 66955, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[32670, 6, 32929, 8, 33188, 10, 33447, 11, 33706, 13, 33966, 13, 34225, 14, 34485, 15, 34745, 15, 35004, 16, 35264, 16, 35524, 16, 35783, 17, 36043, 17, 36302, 17, 36563, 16, 36823, 16, 37084, 14, 37345, 12, 37606, 10, 37868, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[62610, 4, 62868, 7, 63128, 8, 63387, 9, 63647, 9, 63908, 7, 64168, 7, 64430, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[69059, 5, 69318, 7, 69577, 10, 69836, 12, 70096, 13, 70355, 14, 70615, 14, 70875, 14, 71135, 14, 71396, 13, 71656, 12, 71917, 10, 72177, 9, 72439, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[7563, 8, 7821, 11, 8080, 12, 8338, 14, 8597, 15, 8856, 16, 9115, 17, 9374, 18, 9634, 18, 9893, 19, 10153, 18, 10413, 18, 10679, 12, 10939, 11, 11200, 10, 11460, 9, 11720, 7, 11980, 6, 12240, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[59097, 4, 59355, 7, 59614, 8, 59874, 9, 60134, 9, 60394, 8, 60654, 8, 60914, 7, 61175, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[39034, 7, 39291, 11, 39550, 12, 39809, 14, 40068, 15, 40328, 14, 40587, 15, 40847, 14, 41109, 11, 41371, 7, 41633, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[86450, 4, 86708, 8, 86968, 12, 87227, 15, 87487, 15, 87747, 16, 88007, 17, 88267, 17, 88527, 18, 88788, 17, 89049, 17, 89311, 15, 89572, 14, 89833, 13]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[22776, 2, 23033, 10, 23292, 15, 23552, 15, 23811, 15, 24071, 15, 24330, 16, 24590, 16, 24850, 16, 25109, 17, 25369, 17, 25629, 17, 25889, 16, 26149, 16, 26409, 15, 26670, 13, 26930, 13, 27191, 11, 27452, 8, 27713, 6]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[47008, 5, 47267, 6, 47525, 9, 47784, 10, 48043, 11, 48302, 12, 48562, 12, 48821, 13, 49080, 13, 49339, 13, 49599, 13, 49859, 11, 50120, 7]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[34801, 8, 35061, 9, 35320, 10, 35580, 10, 35840, 10, 36101, 9, 36362, 8, 36622, 7, 36883, 6, 37143, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[20629, 6, 20887, 9, 21146, 11, 21405, 12, 21665, 12, 21925, 12, 22185, 12, 22445, 13, 22705, 13, 22965, 13, 23225, 13, 23485, 13, 23745, 13, 24006, 11, 24266, 10, 24527, 8, 24787, 5]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[230, 18, 490, 18, 751, 16, 1013, 14, 1275, 10]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[44491, 7, 44751, 9, 45011, 11, 45272, 11, 45532, 12, 45793, 11, 46053, 12, 46314, 11, 46574, 11, 46835, 10, 47096, 8, 47357, 7, 47619, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[47720, 5, 47980, 6, 48239, 7, 48499, 7, 48759, 7, 49020, 6, 49281, 4]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[80486, 7, 80746, 11, 81006, 12, 81266, 12, 81526, 12, 81787, 11, 82048, 10, 82312, 3]"
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,"[61951, 3, 62209, 5, 62468, 6, 62727, 7, 62987, 7, 63247, 7, 63508, 6, 63768, 5]"
